"Address","Label","Category","Source","File","Status"
"004424A0","CEntities::MoveSceneEntryAndSnapFacingAngles","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\004424A0_CEntities__MoveSceneEntryAndSnapFacingAngles.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\004424A0_CEntities_MoveSceneEntryAndSnapFacingAngles.c","copied"
"00442540","CEntities::MoveSceneEntryAndEaseFacingAngles","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\00442540_CEntities__MoveSceneEntryAndEaseFacingAngles.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\00442540_CEntities_MoveSceneEntryAndEaseFacingAngles.c","copied"
"00442650","CEntities::CheckSceneEntryCollisionDelta","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\00442650_CEntities__CheckSceneEntryCollisionDelta.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\00442650_CEntities_CheckSceneEntryCollisionDelta.c","copied"
"00442750","CEntities::CheckSceneEntryVerticalImpact","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\00442750_CEntities__CheckSceneEntryVerticalImpact.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\00442750_CEntities_CheckSceneEntryVerticalImpact.c","copied"
"004427D0","CEntities::GetSceneEntryVerticalCollisionDelta","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\004427D0_CEntities__GetSceneEntryVerticalCollisionDelta.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\004427D0_CEntities_GetSceneEntryVerticalCollisionDelta.c","copied"
"00442BA0","CEntities::GetSceneEntryCurrentLocalBounds","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\00442BA0_CEntities__GetSceneEntryCurrentLocalBounds.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\00442BA0_CEntities_GetSceneEntryCurrentLocalBounds.c","copied"
"00442BE0","CEntities::IsWorldPointInsideSceneEntryBounds","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\00442BE0_CEntities__IsWorldPointInsideSceneEntryBounds.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\00442BE0_CEntities_IsWorldPointInsideSceneEntryBounds.c","copied"
"00442D50","CEntities::ComputePlayerAttachmentPenetrationDepth","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\00442D50_CEntities__ComputePlayerAttachmentPenetrationDepth.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\00442D50_CEntities_ComputePlayerAttachmentPenetrationDepth.c","copied"
"00444580","CEntities::UpdateStreaming","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\00444580_CEntities__UpdateStreaming.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\00444580_CEntities_UpdateStreaming.c","copied"
"00444660","CEntities::Process","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\00444660_CEntities__Process.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\00444660_CEntities_Process.c","copied"
"004448B0","CEntities::ProcessRuntimeEntryDeathAndRelease","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\004448B0_CEntities__ProcessRuntimeEntryDeathAndRelease.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\004448B0_CEntities_ProcessRuntimeEntryDeathAndRelease.c","copied"
"00444AC0","CEntities::ReleaseSceneEntryAttachedSound","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\00444AC0_CEntities__ReleaseSceneEntryAttachedSound.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\00444AC0_CEntities_ReleaseSceneEntryAttachedSound.c","copied"
"004493F0","CEntities::CanStartPickupCollection","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\004493F0_CEntities__CanStartPickupCollection.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\004493F0_CEntities_CanStartPickupCollection.c","copied"
"00449490","CEntities::IsPlayerWithinPickupTriggerBounds","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\00449490_CEntities__IsPlayerWithinPickupTriggerBounds.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\00449490_CEntities_IsPlayerWithinPickupTriggerBounds.c","copied"
"004499F0","CEntities::InitUmbrellaPickup","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\004499F0_CEntities__InitUmbrellaPickup.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\004499F0_CEntities_InitUmbrellaPickup.c","copied"
"00449B20","CEntities::UpdateUmbrellaPickup","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\00449B20_CEntities_UpdateUmbrellaPickup.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\00449B20_CEntities_UpdateUmbrellaPickup.c","copied"
"00449D00","CEntities::InitCheckpointPickup","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\00449D00_CEntities__InitCheckpointPickup.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\00449D00_CEntities_InitCheckpointPickup.c","copied"
"00449E80","CEntities::UpdateCheckpointPickup","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\00449E80_CEntities__UpdateCheckpointPickup.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\00449E80_CEntities_UpdateCheckpointPickup.c","copied"
"0044A1A0","CEntities::InitSketchPickup","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\0044A1A0_CEntities__InitSketchPickup.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\0044A1A0_CEntities_InitSketchPickup.c","copied"
"0044A230","CEntities::UpdateSketchPickup","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\0044A230_CEntities__UpdateSketchPickup.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\0044A230_CEntities_UpdateSketchPickup.c","copied"
"0044A350","CEntities::InitTokenPickup","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\0044A350_CEntities__InitTokenPickup.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\0044A350_CEntities_InitTokenPickup.c","copied"
"0044A420","CEntities::UpdateTokenPickup","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\0044A420_CEntities__UpdateTokenPickup.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\0044A420_CEntities_UpdateTokenPickup.c","copied"
"0044A520","CEntities::InitBananaPickup","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\0044A520_CEntities__InitBananaPickup.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\0044A520_CEntities_InitBananaPickup.c","copied"
"0044A5D0","CEntities::UpdateBananaPickup","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\0044A5D0_CEntities__UpdateBananaPickup.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\0044A5D0_CEntities_UpdateBananaPickup.c","copied"
"0044A740","CEntities::InitBonusHealthPickup","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\0044A740_CEntities__InitBonusHealthPickup.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\0044A740_CEntities_InitBonusHealthPickup.c","copied"
"0044A810","CEntities::UpdateBonusHealthPickup","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\0044A810_CEntities__UpdateBonusHealthPickup.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\0044A810_CEntities_UpdateBonusHealthPickup.c","copied"
"0044A8E0","CEntities::InitWeaponPickup","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\0044A8E0_CEntities__InitWeaponPickup.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\0044A8E0_CEntities_InitWeaponPickup.c","copied"
"0044AA20","CEntities::UpdateWeaponPickup","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\0044AA20_CEntities__UpdateWeaponPickup.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\0044AA20_CEntities_UpdateWeaponPickup.c","copied"
"0044ADD0","CEntities::InitTARZANLetterPickup","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\0044ADD0_CEntities__InitTARZANLetterPickup.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\0044ADD0_CEntities_InitTARZANLetterPickup.c","copied"
"0044AEB0","CEntities::UpdateTARZANLetterPickup","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\0044AEB0_CEntities__UpdateTARZANLetterPickup.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\0044AEB0_CEntities_UpdateTARZANLetterPickup.c","copied"
"0044AFE0","CEntities::UpdateBouncingPickupMotionAndLifetime","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\0044AFE0_CEntities__UpdateBouncingPickupMotionAndLifetime.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\0044AFE0_CEntities_UpdateBouncingPickupMotionAndLifetime.c","copied"
"0048A2F0","CEntities::UpdateSwings","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\0048A2F0_CEntities__UpdateSwings.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\0048A2F0_CEntities_UpdateSwings.c","copied"
"0048AAF0","CEntities::InitThrowableFromPlayer","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\0048AAF0_CEntities__InitThrowableFromPlayer.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\0048AAF0_CEntities_InitThrowableFromPlayer.c","copied"
"0048AEE0","CEntities::UpdateThrowableFromPlayer","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\0048AEE0_CEntities__UpdateThrowableFromPlayer.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\0048AEE0_CEntities_UpdateThrowableFromPlayer.c","copied"
"0048B760","CEntities::CheckEntityHitByPlayerAttackOrThrowable","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\0048B760_CEntities__CheckEntityHitByPlayerAttackOrThrowable.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\0048B760_CEntities_CheckEntityHitByPlayerAttackOrThrowable.c","copied"
"0048BA90","CEntities::ClearDustFromThrowable","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\0048BA90_CEntities__ClearDustFromThrowable.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\0048BA90_CEntities_ClearDustFromThrowable.c","copied"
"0048C1B0","CEntities::ClearDustFromPowerFruit","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\0048C1B0_CEntities__ClearDustFromPowerFruit.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\0048C1B0_CEntities_ClearDustFromPowerFruit.c","copied"
"0048C440","CEntities::ProcessEntityDeath","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\0048C440_CEntities__ProcessEntityDeath.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\0048C440_CEntities_ProcessEntityDeath.c","copied"
"0048C740","CEntities::UpdateButterfliesOnDeath","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\0048C740_CEntities__UpdateButterfliesOnDeath.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\0048C740_CEntities_UpdateButterfliesOnDeath.c","copied"
"0048C9B0","CEntities::InitTutorialPickupScriptEffect","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\0048C9B0_CEntities__InitTutorialPickupScriptEffect.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\0048C9B0_CEntities_InitTutorialPickupScriptEffect.c","copied"
"0048CA00","CEntities::UpdateTutorialPickupScriptEffect","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\0048CA00_CEntities__UpdateTutorialPickupScriptEffect.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\0048CA00_CEntities_UpdateTutorialPickupScriptEffect.c","copied"
"00492D40","CEntities::InitTutorialPickup","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\00492D40_CEntities__InitTutorialPickup.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\00492D40_CEntities_InitTutorialPickup.c","copied"
"00492DF0","CEntities::UpdateTutorialPickup","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\00492DF0_CEntities__UpdateTutorialPickup.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\00492DF0_CEntities_UpdateTutorialPickup.c","copied"
